lemma,upos,synonyms,hypernyms
contact,NN,contact|contact lens|impinging|inter-group communication|liaison|link|middleman|physical contact|striking|tangency|touch,interaction|touch|touching|connection|link|connectedness|happening|occurrence|occurrent|natural event|representative|channel|communication channel|line|junction|conjunction|communication|communicating|lens|lense|lens system
foreigner,NNS,alien|foreigner|noncitizen|outlander|outsider,traveler|traveller|stranger|alien|unknown
form,NN,anatomy|bod|build|cast|chassis|class|configuration|conformation|contour|course|descriptor|figure|flesh|form|frame|grade|human body|kind|manakin|manikin|mannequin|mannikin|material body|pattern|phase|physical body|physique|shape|signifier|soma|sort|strain|var.|variant|variety|word form,word|category|structure|spatial property|spatiality|body|organic structure|attribute|appearance|visual aspect|document|written document|papers|taxonomic group|taxonomic category|taxon|writing style|literary genre|genre|manner|mode|style|way|fashion|state of matter|state|gathering|assemblage|ability|dummy|mold|mould|cast
cosmopolitanism,NN,,NA
integrity,NN,integrity|unity|wholeness,state|honesty|honestness
embodiment,NN,avatar|embodiment|incarnation|shape,personification|concretism|concrete representation|objectification
edouard,NNP,,NA
drumont,NNP,,NA
vehemently,RB,vehemently,
anti-,NN,,NA
semitic,NNP,Semitic,Afroasiatic|Afro-Asiatic|Afroasiatic language|Afrasian|Afrasian language|Hamito-Semitic
juive,NNP,,NA
jewish,NNP,,NA
runaway,JJ,runaway,
bestseller,NN,best seller|bestseller,trade book|trade edition
appear,VBD,appear|come along|come out|look|seem,be|happen|materialize|materialise|perform|execute|do
1886,CD,NA,NA
eight,CD,NA,NA
captain,NNP,captain|chieftain|headwaiter|maitre d'|maitre d'hotel|master|police captain|police chief|sea captain|senior pilot|skipper,commissioned military officer|commissioned naval officer|policeman|police officer|officer|ship's officer|leader|pilot|airplane pilot|dining-room attendant|restaurant attendant
alfred,NNP,Alfred|Alfred the Great,
dreyfus,NNP,Alfred Dreyfus|Dreyfus,
alsatian,NNP,alsatian|Alsatian|German police dog|German shepherd|German shepherd dog,inhabitant|habitant|dweller|denizen|indweller|shepherd dog|sheepdog|sheep dog
jew,NNP,Hebrew|Israelite|Jew,person|individual|someone|somebody|mortal|soul
arrest,VBN,apprehend|arrest|catch|check|collar|contain|cop|get|halt|hold|hold back|nab|nail|pick up|stop|turn back,seize|prehend|clutch|defend|attract|pull|pull in|draw|draw in|stop
charge,NNS,accusation|armorial bearing|bang|bearing|billing|boot|burster|bursting charge|care|cathexis|charge|commission|complaint|direction|electric charge|explosive charge|flush|guardianship|heraldic bearing|kick|mission|rush|thrill|tutelage,attack|onslaught|onset|onrush|pleading|cost|electrical phenomenon|protection|assignment|duty assignment|dependant|dependent|liabilities|libidinal energy|exhilaration|excitement|request|asking|command|bid|bidding|dictation|assertion|averment|asseveration|heraldry|explosive
spy,VBG,descry|espy|sight|sleuth|snoop|spot|spy|stag,spy|sight|monitor|supervise|perceive|comprehend|investigate|inquire|enquire
fragile,JJ,delicate|flimsy|fragile|frail|slight|tenuous|thin,
very,JJ,identical|selfsame(a)|very(a),
survival,NN,endurance|natural selection|selection|survival|survival of the fittest,animation|life|living|aliveness|natural process|natural action|action|activity|continuance|continuation
democracy,NN,commonwealth|democracy|majority rule|republic,political orientation|ideology|political theory|political system|form of government|doctrine|philosophy|philosophical system|school of thought|ism
captain,NN,captain|chieftain|headwaiter|maitre d'|maitre d'hotel|master|police captain|police chief|sea captain|senior pilot|skipper,commissioned military officer|commissioned naval officer|policeman|police officer|officer|ship's officer|leader|pilot|airplane pilot|dining-room attendant|restaurant attendant
wait,VB,await|expect|hold back|hold off|look|wait|waitress,act|move|work
full,JJ,broad(a)|entire|full|full(a)|good|replete(p)|total|wide|wide-cut,
rehabilitation,NN,reclamation|rehabilitation|renewal,restoration|vindication|exoneration|physical therapy|physiotherapy|physiatrics
ger­many,NNP,,NA
imperial,JJ,imperial|majestic|purple|regal|royal,
competition,NN,challenger|competition|competitor|contender|contention|contest|rival|rivalry,business relation|social event|group action|contestant
market,NNS,food market|grocery|grocery store|market|market place|marketplace|mart|securities industry,activity|class|stratum|social class|socio-economic class|marketplace|market place|mart|market|industry|mercantile establishment|retail store|sales outlet|outlet
intense,JJ,acute|intense|vivid,
enthusiastically,RB,enthusiastically|sky-high,NA
white,JJ,ashen|blanched|blank|bloodless|clean|lily-white|livid|snowy|white|white-hot|whitened,
350,CD,NA,NA
shatter,VBN,shatter,burst|bust|damage|break
extreme,JJ,extreme|utmost(a)|uttermost(a),
fear,NNS,awe|care|concern|fear|fearfulness|fright|reverence|veneration,emotion|anxiety
arouse,VBN,arouse|awake|awaken|brace|bring up|call down|call forth|come alive|conjure|conjure up|elicit|energise|energize|enkindle|evoke|excite|fire|invoke|kindle|perk up|provoke|put forward|raise|rouse|sex|stimulate|stir|turn on|wake|wake up|waken|wind up,make|create|change state|turn|call up|summon|affect|change|alter|modify|move|stimulate|shake|shake up|excite|stir
russian,NNP,Russian,native|indigen|indigene|aborigine|aboriginal|Slavic|Slavic language|Slavonic|Slavonic language
1917,CD,NA,NA
party,NNS,company|party|political party,organization|organisation|social gathering|social affair|set|circle|band|lot|affair|occasion|social occasion|function|social function|person|individual|someone|somebody|mortal|soul
dominate,VBD,command|dominate|eclipse|master|overlook|overshadow|overtop|predominate|prevail|reign|rule,influence|act upon|work|control|command|brood|hover|loom|bulk large|lie
immediate,JJ,contiguous|immediate|prompt|quick|straightaway,
post-war,JJ,,NA
loyal,JJ,fast(a)|firm|loyal|patriotic|truehearted,
socialist,NNPS,socialist,politician|politico|pol|political leader
nazus,NNP,,NA
remilitarize,NN,,NA
breach,NN,breach|break|falling out|rift|rupture|severance,failure|opening|gap|separation|breakup|detachment
dream,VBD,daydream|dream|stargaze|woolgather,imagine|conceive of|ideate|envisage|perceive|comprehend
get,VBG,acquire|aim|amaze|arrest|arrive|baffle|beat|become|beget|begin|bewilder|bring|bring forth|bugger off|buzz off|capture|catch|cause|come|commence|contract|convey|develop|draw|drive|dumbfound|engender|experience|father|fetch|find|fix|flummox|fuck off|generate|get|get down|get under one's skin|go|gravel|grow|have|incur|induce|let|make|mother|mystify|nonplus|obtain|pay back|pay off|perplex|pose|produce|puzzle|receive|scram|set about|set out|sire|start|start out|stick|stimulate|stupefy|suffer|sustain|take|vex,change state|turn|make|get|change|transmit|transfer|transport|channel|channelize|channelise|undergo|get even|get back|score|hit|tally|rack up|seize|prehend|clutch|sicken|come down|communicate|intercommunicate|alter|modify|mean|intend|understand|attract|pull|pull in|draw|draw in|acquire|buy|purchase|hear|hurt|ache|suffer|leave|go forth|go away|catch|annoy|rag|get to|bother|get at|irritate|rile|nark|nettle|gravel|vex|chafe|devil|touch|stir|reproduce|effect|effectuate|set up|destroy|ruin|confuse|throw|fox|befuddle|fuddle|bedevil|confound|discombobulate|experience|receive|have|create
1930,CD,NA,NA
right-wing,JJ,right-wing|rightist,
group,NNS,chemical group|group|grouping|mathematical group|radical,abstraction|abstract entity|unit|building block|set
action,NNP,action|action at law|action mechanism|activeness|activity|legal action|military action|natural action|natural process,act|deed|human action|human activity|state|group action|process|physical process|plot|drive|mechanism|proceeding|legal proceeding|proceedings|work
fran­çaise,NNP,,NA
croix-de-,NNP,,NA
feu,NNP,,NA
cross,NNP,crisscross|cross|Cross|crossbreed|crossbreeding|crossing|crown of thorns|hybrid|hybridisation|hybridization|hybridizing|interbreeding|mark,structure|construction|marking|emblem|affliction|organism|being|coupling|mating|pairing|conjugation|union|sexual union
fire,NNP,ardor|ardour|attack|blast|fervency|fervidness|fervor|fervour|fire|firing|flack|flak|flame|flaming,happening|occurrence|occurrent|natural event|attack|onslaught|onset|onrush|combustion|burning|fireplace|hearth|open fireplace|element|passion|passionateness|fuel|trial|tribulation|visitation|criticism|unfavorable judgment
anti­democratic,JJ,,NA
undercurrent,NN,undercurrent|undertide|undertone,meaning|substance|current|stream
turmoil,NN,agitation|convulsion|excitement|hullabaloo|tumult|turmoil|upheaval,disturbance|disruption|commotion|flutter|hurly burly|to-do|hoo-ha|hoo-hah|kerfuffle|agitation
scandal,NN,dirt|malicious gossip|outrage|scandal,gossip|comment|scuttlebutt|trouble
1934,CD,NA,NA
riot,NNS,bacchanal|bacchanalia|belly laugh|debauch|debauchery|drunken revelry|howler|orgy|public violence|riot|rioting|saturnalia|scream|sidesplitter|thigh-slapper|wow,violence|force|disorder|joke|gag|laugh|jest|jape|revel|revelry
place,NNP,berth|billet|blank space|home|lieu|office|piazza|place|plaza|position|post|property|seat|shoes|situation|space|spot|station|stead|topographic point,point|geographical area|geographic area|geographical region|geographic region|cognition|knowledge|noesis|vicinity|locality|neighborhood|neighbourhood|neck of the woods|function|office|part|role|situation|position|residence|abode|occupation|business|job|line of work|line|social station|social status|social rank|rank|space|passage|condition|status|public square|square|item|area|expanse|surface area
la,FW,NA,NA
concorde,NNP,,NA
offer,VBD,bid|declare oneself|extend|offer|offer up|pop the question|proffer|propose|provide|put up|tender|volunteer,supply|provide|render|furnish|give|act|move|project|propose|pay|market|produce|bring on|bring out|worship|engage|wage|request|threaten
disturbing,JJ,distressful|distressing|disturbing|perturbing|troubling|worrisome|worrying,
echo,NN,echo|Echo|replication|reverberation|sound reflection,reflection|reflexion|reflectivity|nymph|reply|response|analogue|analog|parallel|imitation
street,NN,street,thoroughfare|environment|opportunity|chance|neighborhood|neighbourhood
fascist,NNP,fascist,adult|grownup
left-wing,JJ,left-of-center|left-wing|leftist,
re­spond­ed,JJ,,NA
band,VBG,band|ring,tie|bind|attach
popular,NNP,,NA
front,NNP,battlefront|figurehead|forepart|front|front end|front line|front man|movement|nominal head|presence|social movement|straw man|strawman,side|face|line|appearance|deceiver|cheat|cheater|trickster|beguiler|slicker|sphere|domain|area|orbit|field|arena|atmospheric phenomenon|proximity|position|place|social group
léon,NNP,,NA
blum,NNP,,NA
nationalize,VBN,nationalise|nationalize,change|alter|modify|change|alter|modify
hour,NN,60 minutes|hour|hr|minute|time of day,time unit|unit of time|clock time|time|time period|period of time|period|distance
week,NN,calendar week|hebdomad|week|workweek,time period|period of time|period|work time
institute,VBD,bring|constitute|establish|found|institute|plant,initiate|pioneer|make|create
holiday,NNS,holiday|vacation,leisure|leisure time|day
pay,NN,earnings|pay|remuneration|salary|wage,regular payment
communist,NNPS,commie|communist|Communist,politician|politico|pol|political leader|socialist
support,VB,abide|affirm|back|back up|bear|bear out|brook|confirm|corroborate|defend|digest|endorse|endure|fend for|hold|hold up|indorse|keep going|patronage|patronise|patronize|plump for|plunk for|put up|stand|stick out|stomach|subscribe|substantiate|suffer|support|sustain|tolerate|underpin,give|approve|O.K.|okay|sanction|agree|hold|concur|concord|match|fit|correspond|check|jibe|gibe|tally|argue|reason|act|play|represent|foster|nurture|permit|allow|let|countenance
republican,NNPS,republican|Republican|Republican River,politician|politico|pol|political leader|advocate|advocator|proponent|exponent
spanish,NNP,Spanish|Spanish people,Romance|Romance language|Latinian language|nation|land|country
civil,NNP,,NA
face,VBN,confront|face|face up|front|look|present,set about|go about|approach|meet|encounter|play|take on|lie|be|turn|disclose|expose|uncover|line|cover
difficulty,NNS,difficultness|difficulty|trouble,effort|elbow grease|exertion|travail|sweat|cognitive factor|condition|status|quality
brake,NN,bracken|brake|pasture brake|Pteridium aquilinum,restraint|constraint|fern|brush|brushwood|coppice|copse|thicket
collapse,VBN,break|break down|break up|burst|cave in|collapse|crack|crack up|crock up|crumble|crumple|fall in|founder|give|give way|tumble,change|suffer|sustain|have|get|fold|fold up|turn up|change integrity|weaken
daladier,NNP,,NA
negotiate,VBG,negociate|negotiate|talk terms,hash out|discuss|talk over|pass
munich,NNP,Muenchen|Munich,
agreement,NNS,accord|agreement|arrangement|concord|correspondence|understanding,statement|compatibility|harmony|concord|concordance|planning|preparation|provision|grammatical relation|speech act
neville,NNP,,NA
chamberlain,NNP,Arthur Neville Chamberlain|chamberlain|Chamberlain|Neville Chamberlain,treasurer|financial officer|steward
relie,VBG,,NA
complacently,RB,complacently,
defensive,JJ,defensive|justificative|justificatory,
strategy,NN,scheme|strategy,plan of action|military science
maginot,NNP,Andre Maginot|Maginot,
line,NNP,agate line|air|ancestry|argument|argumentation|assembly line|bank line|billet|blood|blood line|bloodline|business|business line|cable|channel|communication channel|contrast|course|crease|credit line|crinkle|demarcation|descent|dividing line|furrow|job|line|line of business|line of credit|line of descent|line of merchandise|line of products|line of reasoning|line of work|lineage|logical argument|melodic line|melodic phrase|melody|note|occupation|origin|parentage|pedigree|personal credit line|personal line of credit|phone line|pipeline|product line|production line|rail line|railway line|seam|short letter|stemma|stock|strain|subscriber line|telephone circuit|telephone line|transmission line|tune|wrinkle,formation|mark|print|shape|form|text|textual matter|electromagnetic radiation|electromagnetic wave|nonparticulate radiation|military position|position|reasoning|logical thinking|abstract thought|conductor|series|location|depression|impression|imprint|pipe|pipage|piping|road|route|connection|connexion|connector|connecter|connective|conformity|conformation|compliance|abidance|genealogy|family tree|artifact|artefact|activity|communication|communicating|merchandise|ware|product|carrier|common carrier|area unit|square measure|credit|music|persuasion|suasion|personal letter|differentiation|distinction|mechanical system
