token,lemma,upos,clique,stem,synonyms,hypernyms
rate,rate,NOUN,123,rate,charge per unit|pace|rate,magnitude relation|quantitative relation|charge|temporal property|proportion
program,program,NOUN,123,program,broadcast|computer program|computer programme|course of study|curriculum|plan|platform|political platform|political program|program|programme|syllabus,idea|thought|system|system of rules|show|document|written document|papers|announcement|promulgation|information|info|software|software program|computer software|software system|software package|package|performance
adam,adam,NOUN,123,adam,Adam|cristal|disco biscuit|ecstasy|go|hug drug|Robert Adam|X|XTC,methylenedioxymethamphetamine|MDMA
optimizer,optimizer,NOUN,123,optim,,NA
where,where,ADV,123,where,,NA
number,number,NOUN,123,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product
iterations,iteration,NOUN,123,iter,iteration|loop|looping,process|physical process|process|physical process|repetition|repeating
set,set,VERB,123,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten
epochs,epoch,NOUN,123,epoch,date of reference|epoch|era,time period|period of time|period|date|geological time|geologic time
prevent,prevent,VERB,124,prevent,forbid|foreclose|forestall|keep|preclude|prevent,
overfitting,overfitt,ADV,124,overfitt,,NA
program,program,NOUN,124,program,broadcast|computer program|computer programme|course of study|curriculum|plan|platform|political platform|political program|program|programme|syllabus,idea|thought|system|system of rules|show|document|written document|papers|announcement|promulgation|information|info|software|software program|computer software|software system|software package|package|performance
also,also,ADV,124,also,also|as well|besides|likewise|too,NA
set,set,VERB,124,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten
early,early,ADV,124,earli,ahead of time|betimes|early|early on|too soon,NA
stopping,stop,NOUN,124,stop,arrest|block|blockage|catch|check|closure|diaphragm|full point|full stop|halt|hitch|layover|occlusion|occlusive|period|plosive|plosive consonant|plosive speech sound|point|stay|stop|stop consonant|stopover|stoppage,ending|conclusion|finish|act|deed|human action|human activity|stay|inaction|inactivity|inactiveness|topographic point|place|spot|obstruent|punctuation|punctuation mark|knob|mechanical device|restraint|constraint|obstruction|obstructor|obstructer|impediment|impedimenta
model,model,NOUN,124,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
loss,loss,NOUN,124,loss,departure|deprivation|exit|expiration|going|loss|passing|personnel casualty|red|red ink|release,transferred property|transferred possession|decline|diminution|failure|disadvantage|experience|sum|sum of money|amount|amount of money|casualty|death|decease|expiry
validation,validation,NOUN,124,valid,establishment|proof|substantiation|validation,determination|finding|proof|cogent evidence
improve,improve,VERB,124,improv,ameliorate|amend|better|improve|meliorate,change|alter|modify|change state|turn
next,next,ADV,124,next,next,NA
onezero,onezero,ADV,124,onezero,,NA
patience,patience,NOUN,124,patienc,forbearance|longanimity|patience|solitaire,good nature|card game|cards
epochs,epoch,NOUN,124,epoch,date of reference|epoch|era,time period|period of time|period|date|geological time|geologic time
modelcheckpoint,modelcheckpoint,NOUN,125,modelcheckpoint,,NA
callbacks,callback,NOUN,125,callback,callback|recall,request|asking
used,use,VERB,125,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
keep,keep,VERB,125,keep,celebrate|continue|go along|go on|hold|hold back|hold on|hold open|keep|keep back|keep on|keep open|maintain|observe|preserve|prevent|proceed|restrain|retain|save|stay fresh|sustain,act|move|have|have got|hold|record|enter|put down|lodge|accommodate|prolong|sustain|keep up|stay|remain|rest|protect|grow|raise|farm|produce|reserve|book|store|confine|detain|cook|fix|ready|make|prepare
best,best,ADJ,125,best,best|best(p)|better(p),
weight,weight,NOUN,125,weight,exercising weight|free weight|system of weights|weight|weight unit|weightiness|weighting,physical property|sports equipment|importance|artifact|artefact|oppression|oppressiveness|system of measurement|metric|unit of measurement|unit|coefficient
model,model,NOUN,125,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
build,build,NOUN,125,build,anatomy|bod|body-build|build|chassis|figure|flesh|form|frame|habitus|human body|material body|physical body|physique|shape|soma,bodily property|body|organic structure
iteration,iteration,NOUN,125,iter,iteration|loop|looping,process|physical process|process|physical process|repetition|repeating
achieved,achieve,VERB,125,achiev,accomplish|achieve|attain|reach,succeed|win|come through|bring home the bacon|deliver the goods
minimum,minimum,NOUN,125,minimum,lower limit|minimum,extremum|peak|small indefinite quantity|small indefinite amount|limit
validation,validation,NOUN,125,valid,establishment|proof|substantiation|validation,determination|finding|proof|cogent evidence
loss,loss,NOUN,125,loss,departure|deprivation|exit|expiration|going|loss|passing|personnel casualty|red|red ink|release,transferred property|transferred possession|decline|diminution|failure|disadvantage|experience|sum|sum of money|amount|amount of money|casualty|death|decease|expiry
model,model,NOUN,126,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
performance,performance,NOUN,126,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
segmentation,segmentation,NOUN,126,segment,cleavage|division|partition|partitioning|sectionalisation|sectionalization|segmentation,cell division|cellular division|separation
tasks,tasnks,NOUN,126,tasnk,,NA
performances,performance,NOUN,126,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
net,net,NOUN,126,net,cyberspace|earnings|internet|lucre|mesh|meshing|meshwork|net|net income|net profit|network|profit|profits,computer network|trap|income|goal|game equipment|fabric|cloth|material|textile
fcn,fcn,NOUN,126,fcn,,NA
eight,eight,NOUN,126,eight,8|Ashcan School|eight|Eight|eight-spot|eighter|eighter from Decatur|octad|octet|octonary|ogdoad|VIII,digit|figure|school|artistic movement|art movement|spot
tested,test,VERB,126,test,essay|examine|prove|quiz|screen|test|try|try out,evaluate|pass judgment|judge|check|examine|be|score|determine|find out|see|ascertain|watch|learn|take|submit
testing,testing,NOUN,126,test,examination|testing,experiment|experimentation|examination|scrutiny|investigation|investigating
dataset,dataset,NOUN,126,dataset,,NA
model,model,NOUN,127,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
evaluation,evaluation,NOUN,127,evalu,evaluation|rating|valuation,judgment|judgement|assessment|appraisal
based,base,VERB,127,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
parameters,parameter,NOUN,127,paramet,argument|parameter|parametric quantity,constant|constant quantity|invariable|factor|address|computer address|reference|value|quantity
pixel,pixel,NOUN,127,pixel,pel|picture element|pixel,component|constituent|element
accuracy,accuracy,NOUN,127,accuraci,accuracy|truth,quality
intersection,intersection,NOUN,127,intersect,carrefour|Cartesian product|convergence|crossing|crossroad|crossway|intersection|intersection point|overlap|point of intersection|product,point|junction|set|representation|mental representation|internal representation|joining|connection|connexion
over,over,ADV,127,over,all over|o'er|over,NA
union,union,NOUN,127,union,brotherhood|conglutination|conjugation|coupling|join|jointure|labor union|marriage|mating|matrimony|North|pairing|sexual union|spousal relationship|sum|trade union|trades union|unification|union|Union|uniting|wedlock,organization|organisation|sexual activity|sexual practice|sex|sex activity|state|marital status|healing|political unit|political entity|set|happening|occurrence|occurrent|natural event|device|combination|combining|compounding
iou,iou,NOUN,127,iou,IOU,note|promissory note|note of hand
figure,figure,VERB,127,figur,calculate|cipher|compute|count on|cypher|enter|envision|estimate|fancy|figure|forecast|image|picture|project|reckon|see|visualise|visualize|work out,evaluate|pass judgment|judge|be|imagine|conceive of|ideate|envisage|reason|grok|get the picture|comprehend|savvy|dig|grasp|compass|apprehend
recall,recall,VERB,127,recal,call back|call in|call up|come back|echo|hark back|recall|recollect|remember|retrieve|return|think|withdraw,denote|refer|resemble|call|send for|concentrate|focus|center|centre|pore|rivet|cancel|strike down|take
also,also,ADV,127,also,also|as well|besides|likewise|too,NA
known,know,VERB,127,know,acknowledge|bang|be intimate|bed|bonk|cognise|cognize|do it|eff|experience|fuck|get it on|get laid|have a go at it|have intercourse|have it away|have it off|have sex|hump|jazz|know|lie with|live|love|make love|make out|recognise|recognize|roll in the hay|screw|sleep together|sleep with,experience|see|go through|accept|copulate|mate|pair|couple|recognize|recognise|realize|realise|agnize|agnise|distinguish|separate|differentiate|secern|secernate|severalize|severalise|tell|tell apart|remember|retrieve|recall|call back|call up|recollect|think
