token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
based,base,VERB,166,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs,S0957417415006429,S0957417415006429_166
walks,walk,VERB,166,walk,take the air|walk,travel|go|move|locomote|accompany|score|hit|tally|rack up|traverse|track|cover|cross|pass over|get over|get across|cut through|cut across|play|behave|comport|consociate|associate|pace|compel|oblige|obligate,S0957417415006429,S0957417415006429_166
nodes,node,NOUN,166,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0957417415006429,S0957417415006429_166
suggest,suggest,VERB,336,suggest,advise|evoke|hint|intimate|paint a picture|propose|suggest,declare|convey|imply|express|show|evince,S0957417415006429,S0957417415006429_336
hubs,hub,NOUN,336,hub,hub,part|portion|center|centre|middle|heart|eye,S0957417415006429,S0957417415006429_336
nodes,node,NOUN,336,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0957417415006429,S0957417415006429_336
having,have,VERB,336,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA,S0957417415006429,S0957417415006429_336
higher,higher,ADJ,336,higher,higher(a),NA,S0957417415006429,S0957417415006429_336
reciprocal,reciprocal,ADJ,336,reciproc,mutual|reciprocal,NA,S0957417415006429,S0957417415006429_336
connections,connections,NOUN,336,connect,NA,NA,S0957417415006429,S0957417415006429_336
also,also,ADV,52,also,also|as well|besides|likewise|too,NA,S0957417416305577,S0957417416305577_52
extracted,extract,VERB,52,extract,distil|distill|draw out|educe|elicit|evoke|excerpt|express|extract|press out|pull|pull out|pull up|rip out|take out|tear out,remove|take|take away|withdraw|obtain|interpret|construe|see|make|create|separate|get|acquire|choose|select|pick out|calculate|cipher|cypher|compute|work out|reckon|figure,S0957417416305577,S0957417416305577_52
outliers,outlier,NOUN,52,outlier,outlier,resident|occupant|occupier|deviation,S0957417416305577,S0957417416305577_52
form,form,NOUN,52,form,anatomy|bod|build|cast|chassis|class|configuration|conformation|contour|course|descriptor|figure|flesh|form|frame|grade|human body|kind|manakin|manikin|mannequin|mannikin|material body|pattern|phase|physical body|physique|shape|signifier|soma|sort|strain|var.|variant|variety|word form,word|category|structure|spatial property|spatiality|body|organic structure|attribute|appearance|visual aspect|document|written document|papers|taxonomic group|taxonomic category|taxon|writing style|literary genre|genre|manner|mode|style|way|fashion|state of matter|state|gathering|assemblage|ability|dummy|mold|mould|cast,S0957417416305577,S0957417416305577_52
single,single,ADJ,52,singl,exclusive|individual|single|single(a)|undivided|unmarried,NA,S0957417416305577,S0957417416305577_52
heterogeneous,heterogeneous,ADJ,52,heterogen,heterogeneous|heterogenous,NA,S0957417416305577,S0957417416305577_52
networks,network,NOUN,52,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0957417416305577,S0957417416305577_52
collective,collective,ADJ,18,collect,collective|corporate,NA,S0957417419300508,S0957417419300508_18
classification,classification,NOUN,18,classif,assortment|categorisation|categorization|classification|compartmentalisation|compartmentalization|sorting,grouping|arrangement|basic cognitive process|restriction|confinement,S0957417419300508,S0957417419300508_18
neville,neville,NOUN,18,nevil,NA,NA,S0957417419300508,S0957417419300508_18
jensen,jensen,ADV,18,jensen,NA,NA,S0957417419300508,S0957417419300508_18
sen,sen,VERB,18,sen,NA,NA,S0957417419300508,S0957417419300508_18
general,general,ADJ,18,gener,cosmopolitan|ecumenical|general|oecumenical|universal|world-wide|worldwide,NA,S0957417419300508,S0957417419300508_18
technique,technique,NOUN,18,techniqu,proficiency|technique,method|skillfulness,S0957417419300508,S0957417419300508_18
classifies,classify,NOUN,18,classifi,NA,NA,S0957417419300508,S0957417419300508_18
object,object,ADV,18,object,NA,NA,S0957417419300508,S0957417419300508_18
based,base,VERB,18,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs,S0957417419300508,S0957417419300508_18
labels,label,NOUN,18,label,label|recording label,description|trade name|brand name|brand|marque|radioisotope|marker|marking|mark,S0957417419300508,S0957417419300508_18
objects,object,VERB,18,object,object,disapprove|reject|be,S0957417419300508,S0957417419300508_18
neighbors,neighbor,NOUN,18,neighbor,neighbor|neighbour,person|individual|someone|somebody|mortal|soul|object|physical object,S0957417419300508,S0957417419300508_18
network,network,NOUN,18,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0957417419300508,S0957417419300508_18
furthermore,furthermore,ADV,229,furthermor,furthermore|moreover|what is more,NA,S0957417419300508,S0957417419300508_229
comparisons,comparison,NOUN,229,comparison,comparability|compare|comparing|comparison|equivalence,examination|scrutiny|relation|likeness|alikeness|similitude,S0957417419300508,S0957417419300508_229
recent,recent,ADJ,229,recent,late(a)|recent,NA,S0957417419300508,S0957417419300508_229
research,research,NOUN,229,research,enquiry|inquiry|research,investigation|investigating|problem solving,S0957417419300508,S0957417419300508_229
pio,pio,NOUN,229,pio,NA,NA,S0957417419300508,S0957417419300508_229
randommt,randommt,NOUN,229,randommt,NA,NA,S0957417419300508,S0957417419300508_229
also,also,ADV,229,also,also|as well|besides|likewise|too,NA,S0957417419300508,S0957417419300508_229
prove,prove,VERB,229,prove,bear witness|demonstrate|essay|establish|evidence|examine|leaven|prove|raise|rise|shew|show|test|testify|try|try out|turn out|turn up,be|confirm|corroborate|sustain|substantiate|support|affirm|inform|prove|demonstrate|establish|show|shew|evaluate|pass judgment|judge|grow|raise|lift|elevate|get up|bring up|print|impress|authenticate,S0957417419300508,S0957417419300508_229
method,method,NOUN,229,method,method|method acting,know-how|acting|playing|playacting|performing,S0957417419300508,S0957417419300508_229
gets,get,VERB,229,get,acquire|aim|amaze|arrest|arrive|baffle|beat|become|beget|begin|bewilder|bring|bring forth|bugger off|buzz off|capture|catch|cause|come|commence|contract|convey|develop|draw|drive|dumbfound|engender|experience|father|fetch|find|fix|flummox|fuck off|generate|get|get down|get under one's skin|go|gravel|grow|have|incur|induce|let|make|mother|mystify|nonplus|obtain|pay back|pay off|perplex|pose|produce|puzzle|receive|scram|set about|set out|sire|start|start out|stick|stimulate|stupefy|suffer|sustain|take|vex,change state|turn|make|get|change|transmit|transfer|transport|channel|channelize|channelise|undergo|get even|get back|score|hit|tally|rack up|seize|prehend|clutch|sicken|come down|communicate|intercommunicate|alter|modify|mean|intend|understand|attract|pull|pull in|draw|draw in|acquire|buy|purchase|hear|hurt|ache|suffer|leave|go forth|go away|catch|annoy|rag|get to|bother|get at|irritate|rile|nark|nettle|gravel|vex|chafe|devil|touch|stir|reproduce|effect|effectuate|set up|destroy|ruin|confuse|throw|fox|befuddle|fuddle|bedevil|confound|discombobulate|experience|receive|have|create,S0957417419300508,S0957417419300508_229
better,better,ADJ,229,better,best(p)|better|better(p),NA,S0957417419300508,S0957417419300508_229
classification,classification,NOUN,229,classif,assortment|categorisation|categorization|classification|compartmentalisation|compartmentalization|sorting,grouping|arrangement|basic cognitive process|restriction|confinement,S0957417419300508,S0957417419300508_229
results,result,NOUN,229,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role,S0957417419300508,S0957417419300508_229
fewer,fewer,NOUN,229,fewer,NA,NA,S0957417419300508,S0957417419300508_229
labeled,label,VERB,229,label,judge|label|mark|pronounce|tag,designate|denominate|attach|declare|adjudge|hold|distinguish|separate|differentiate|secern|secernate|severalize|severalise|tell|tell apart,S0957417419300508,S0957417419300508_229
data,data,NOUN,229,data,data|information,collection|aggregation|accumulation|assemblage,S0957417419300508,S0957417419300508_229
make,make,VERB,235,make,arrive at|attain|bring in|build|ca-ca|cause|clear|constitute|construct|cook|crap|create|defecate|do|draw|earn|establish|fix|form|gain|get|get to|give|have|hit|hold|induce|lay down|make|make believe|make up|make water|micturate|name|nominate|pass water|pee|pee-pee|piddle|piss|prepare|pretend|produce|progress to|puddle|pull in|reach|ready|realise|realize|relieve oneself|score|seduce|shit|spend a penny|stimulate|stool|take|take a crap|take a leak|take a shit|take in|throw|urinate|wee|wee-wee|work,change|alter|modify|make|create|create by mental act|create mentally|cause|do|get|acquire|constitute|represent|make up|comprise|be|achieve|accomplish|attain|reach|become|create from raw material|create from raw stuff|perform|execute|act|behave|appoint|charge|score|hit|tally|rack up|perpetrate|commit|pull|assemble|gather|get together|direct|tidy|tidy up|clean up|neaten|straighten|straighten out|square away|head|excrete|egest|eliminate|pass|total|number|add up|come|amount|look|appear|seem|arrive at|gain|persuade|guarantee|ensure|insure|assure|secure|play|see|consider|reckon|view|regard|estimate|gauge|approximate|guess|judge|develop|grow,S0957417419300508,S0957417419300508_235
use,use,VERB,235,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0957417419300508,S0957417419300508_235
multiple,multiple,ADJ,235,multipl,multiple,NA,S0957417419300508,S0957417419300508_235
semantic,semantic,ADJ,235,semant,semantic,NA,S0957417419300508,S0957417419300508_235
meta,meta,NOUN,235,meta,NA,NA,S0957417419300508,S0957417419300508_235
paths,paths,NOUN,235,path,NA,NA,S0957417419300508,S0957417419300508_235
implement,implement,VERB,235,implement,apply|carry out|enforce|follow out|follow through|follow up|go through with|implement|put through,use|utilize|utilise|apply|employ|compel|oblige|obligate|complete|finish,S0957417419300508,S0957417419300508_235
node,node,NOUN,235,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0957417419300508,S0957417419300508_235
classification,classification,NOUN,235,classif,assortment|categorisation|categorization|classification|compartmentalisation|compartmentalization|sorting,grouping|arrangement|basic cognitive process|restriction|confinement,S0957417419300508,S0957417419300508_235
heterogeneous,heterogeneous,ADJ,235,heterogen,heterogeneous|heterogenous,NA,S0957417419300508,S0957417419300508_235
information,information,NOUN,235,inform,data|entropy|info|information|selective information,message|content|subject matter|substance|cognition|knowledge|noesis|accusation|accusal|collection|aggregation|accumulation|assemblage|information measure,S0957417419300508,S0957417419300508_235
network,network,NOUN,235,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0957417419300508,S0957417419300508_235
graph,graph,NOUN,59,graph,character|chart|graph|grapheme|graphic symbol|graphical record|graphical recording,visual communication|written symbol|printed symbol,S095741741930586X,S095741741930586X_59
